source_taxon_name,interaction_type,target_taxon_name,latitude,longitude
Elanus leucurus,eats,Zonotrichia capensis,-37.95453,-72.43438
Bubo virginianus,eats,Akodon olivaceus,-37.95453,-72.43438
Bubo virginianus,eats,Vanellus chilensis,-37.95453,-72.43438
Concholepas concholepas,eats,Decapoda,-36,-72
Concholepas concholepas,eats,Polychaeta,-36,-72
Concholepas concholepas,eats,Bivalvia,-36,-72
Concholepas concholepas,eats,Gastropoda,-36,-72
Concholepas concholepas,eats,Patellogastropoda,-36,-72
Concholepas concholepas,eats,Ascidiacea,-36,-72
Concholepas concholepas,eats,Cirripedia,-36,-72
Acanthocyclus,eats,Cirripedia,-36,-72
Acanthocyclus,eats,Bivalvia,-36,-72
Patellogastropoda,eats,Chlorophyta,-36,-72
Decapoda,eats,marine detritus,-36,-72
Ascidiacea,eats,plankton,-36,-72
Sicyases sanguineus,eats,Polychaeta,-36,-72
Sicyases sanguineus,eats,Decapoda,-36,-72
Sicyases sanguineus,eats,Echinoidea,-36,-72
Sicyases sanguineus,eats,Neoloricata,-36,-72
Sicyases sanguineus,eats,Acanthocyclus,-36,-72
Sicyases sanguineus,eats,Crassilabrum crassilabrum,-36,-72
Sicyases sanguineus,eats,Concholepas concholepas,-36,-72
Sicyases sanguineus,eats,Cirripedia,-36,-72
Sicyases sanguineus,eats,Bivalvia,-36,-72
Sicyases sanguineus,eats,Gastropoda,-36,-72
Sicyases sanguineus,eats,Patellogastropoda,-36,-72
Sicyases sanguineus,eats,Fissurellidae,-36,-72
Crassilabrum crassilabrum,eats,Cirripedia,-36,-72
Cirripedia,eats,plankton,-36,-72
Heliaster helianthus,eats,Neoloricata,-36,-72
Heliaster helianthus,eats,Echinoidea,-36,-72
Heliaster helianthus,eats,Crassilabrum crassilabrum,-36,-72
Heliaster helianthus,eats,Concholepas concholepas,-36,-72
Heliaster helianthus,eats,Gastropoda,-36,-72
Heliaster helianthus,eats,Patellogastropoda,-36,-72
Heliaster helianthus,eats,Fissurellidae,-36,-72
Heliaster helianthus,eats,Cirripedia,-36,-72
Heliaster helianthus,eats,Bivalvia,-36,-72
Neoloricata,eats,Chlorophyta,-36,-72
Larus dominicanus,eats,Decapoda,-36,-72
Larus dominicanus,eats,Neoloricata,-36,-72
Larus dominicanus,eats,Acanthocyclus,-36,-72
Larus dominicanus,eats,Concholepas concholepas,-36,-72
Larus dominicanus,eats,Patellogastropoda,-36,-72
Larus dominicanus,eats,Fissurellidae,-36,-72
Larus dominicanus,eats,Bivalvia,-36,-72
Larus dominicanus,eats,Gastropoda,-36,-72
Haematopus,eats,Concholepas concholepas,-36,-72
Haematopus,eats,Fissurellidae,-36,-72
Haematopus,eats,Patellogastropoda,-36,-72
Lontra felina,eats,Concholepas concholepas,-36,-72
Lontra felina,eats,Sicyases sanguineus,-36,-72
Lontra felina,eats,Decapoda,-36,-72
Lontra felina,eats,Fissurellidae,-36,-72
Lontra felina,eats,Patellogastropoda,-36,-72
Gastropoda,eats,Chlorophyta,-36,-72
Polychaeta,eats,marine detritus,-36,-72
Fissurellidae,eats,Chlorophyta,-36,-72
Echinoidea,eats,Chlorophyta,-36,-72
Bivalvia,eats,plankton,-36,-72
Thalassarche melanophris,eats,Ulmaridae,-40.51666667,-73.71666667
Pachyptila belcheri,eats,Hyperiidae,-39.833316665,-75.76666667
Brachioteuthis picta,eats,Teuthida,-51,-70
Brachioteuthis picta,eats,Actinopterygii,-51,-70
Brachioteuthis picta,eats,Pseudosagitta gazellae,-51,-70
Brachioteuthis picta,eats,Themisto gaudichaudii,-51,-70
Brachioteuthis picta,eats,Thysanoessa macrura,-51,-70
